,data_points_count,price_close,sma_status,sma_20,sma_20_ratio,sma_20_slope,sma_20_slope_status,sma_50,sma_50_ratio,sma_50_slope,sma_50_slope_status,sma_200,sma_200_ratio,rsi_7,rsi_7_scale,rsi_13,rsi_13_scale,bb_lband,bb_hband,bb_width,bb_width_pct,to_ccy,high_pct,low_pct,high_low_ratio,btc_rsq,eth_rsq,close_time,exch_volume
MITHUSDT,200.0,0.005459999999999999575894804593190201558172702789306640625,1.0,0.0054305000000000012982948049966580583713948726654052734375,1.005432280637141749479292490,6e-06,1.0,0.00539020000000000297502023016704697511158883571624755859375,1.012949426737411703155684003,-3.2e-06,-1.0,0.005381100000000004109079743130905626458115875720977783203125,1.014662429614761927220451013,48.4746158295,3.0,52.2373595569,3.0,0.0052425133,0.0056184867,6.9233662336,0.578462997,USDT,0.9099999999999999103726204079,1.137500000000000011293772630,1.250000000000000135525271561,0.8479426981291,0.8006170854610187,"09/30/2020, 23:59:59",707057.3
MKRBTC,200.0,0.053031000000000001748379219179696519859135150909423828125,1.0,0.05004070000000000739692751494658295996487140655517578125,1.059757357510985935637008720,0.00028795,1.0,0.048930620000000042690846413506733370013535022735595703125,1.083799878276628325577012364,9.546e-05,1.0,0.0467397750000000111736397911954554729163646697998046875,1.134601097245333103780564880,89.1255820312,5.0,81.266274744,5.0,0.0466518135,0.0534295865,13.5445207189,0.9411921156,BTC,0.9896797551507913194070997352,1.258119617565419575622204813,1.271239116509691311167411600,0.7654722631199801,0.8145526839469599,"09/30/2020, 23:59:59",117.283
MKRUSDT,200.0,571.450000000000045474735088646411895751953125,1.0,536.9750000000000227373675443232059478759765625,1.064202244052330222594306111,3.117,1.0,525.4488000000000056388671509921550750732421875,1.087546493587957645620667305,0.928,1.0,498.49600000000015143086784519255161285400390625,1.146348215432019257691596268,85.0809071522,5.0,77.671083896,4.0,499.407011233,574.542988767,13.9924535656,0.9588347837,USDT,0.9852586206896552508185087735,1.329602829288722441811660795,1.349496265618092492576390023,0.8597676515513568,0.8877738738850336,"09/30/2020, 23:59:59",350.10083
MTHBTC,200.0,6.6000000000000003366122484915745616262938710860908031463623046875E-7,-1.0,6.39000000000000361777990377787350695371060282923281192779541015625E-7,1.032863849765257683871388024,1.5e-09,1.0,6.377999999999993187112180999254196223091639694757759571075439453125E-7,1.034807149576670960589098911,0.0,1.0,6.5219999999999987117210546727630315899659763090312480926513671875E-7,1.011959521619135486092976651,73.4339285034,4.0,66.8413569444,4.0,6.146e-07,6.634e-07,7.6410363792,0.9300967583,BTC,0.9565217391304348893551288285,1.064516129032258130621718048,1.112903225806451557815234960,0.22937978713535143,0.22493379290065152,"09/30/2020, 23:59:59",3359.0
MTLBTC,200.0,0.0000290399999999999997870279988543273930190480314195156097412109375,1.0,0.0000290474999999999959035719421240884230428491719067096710205078125,0.9997418022205010373491132835,-8e-09,-1.0,0.0000291507999999999987939501566724942449582158587872982025146484375,0.9961990751540266815488335609,1.62e-08,1.0,0.00002823164999999999591365033857481847689996357075870037078857421875,1.028632757915318587131149646,49.972854467,3.0,48.6236523595,3.0,2.89559e-05,2.91391e-05,0.6308579575,0.4590719628,BTC,0.9683227742580860486418652631,1.069219440353460930863983857,1.104197349042709802184956541,0.38680117965854177,0.5107057720381406,"09/30/2020, 23:59:59",259191.0
MTLETH,200.0,0.000864999999999999991985577540987151223816908895969390869140625,1.0,0.0008753500000000004332978420507060945965349674224853515625,0.9881761581081847990072321549,-9.5e-07,-1.0,0.000880379999999999942987549683692805047030560672283172607421875,0.9825302710193326154638176716,3.4e-07,1.0,0.000862404999999998272790235898099808764527551829814910888671875,1.003009027081245730709542034,7.4813625444,1.0,23.4580628281,1.0,0.000868159,0.000882541,1.6429923014,-0.219652909,ETH,0.9351351351351350850828507662,1.039663461538461592810730898,1.111778846153846271472215863,-0.22123392321138963,-0.16413241139078646,"09/30/2020, 23:59:59",127.45
MTLUSDT,200.0,0.312099999999999988542498385868384502828121185302734375,1.0,0.31185000000000007158718062783009372651576995849609375,1.000801667468333868519893039,-0.0001,-1.0,0.31318999999999996841637539546354673802852630615234375,0.9965196845365433762770267675,8.6e-05,1.0,0.300972000000000072805761419658665545284748077392578125,1.036973539066756751607625633,51.1461834589,3.0,49.3330480576,3.0,0.309486528,0.314213472,1.515774906,0.5528882927,USDT,0.9594220719335997835545849488,1.118237190970978043910697396,1.165532067359369261474976354,0.7547358388076021,0.8232441353194928,"09/30/2020, 23:59:59",1044.31
NANOBTC,200.0,0.00007669999999999999409396045368936256636516191065311431884765625,1.0,0.00007585499999999997084408620562356873051612637937068939208984375,1.011139674378749239663326530,5.5e-08,1.0,0.00007586199999999997264053808176953452857560478150844573974609375,1.011046373678521812707880255,-3e-08,-1.0,0.0000738644999999999904947978190961066502495668828487396240234375,1.038387858849650426985182249,60.7772970449,3.0,57.7051889229,3.0,7.42582e-05,7.74518e-05,4.2102448902,0.764584951,BTC,0.8970760233918127470323880479,1.172782874617736840509907718,1.307339449541284395114556547,0.7981662449461092,0.8421017786152487,"09/30/2020, 23:59:59",3738.36
NANOUSDT,200.0,0.8269999999999999573674358543939888477325439453125,1.0,0.8126049999999997996980027892277576029300689697265625,1.017714633801170508694518980,0.0006,1.0,0.81387199999999959576513219872140325605869293212890625,1.016130300587807871658852475,-0.000478,-1.0,0.78765150000000005992006890664924867451190948486328125,1.049956738481422170152606496,65.0644738198,4.0,59.1517628853,3.0,0.7928265799,0.8323834201,4.8679050851,0.8639067215,USDT,0.9088910869326298704290941410,1.245481927710843244315119295,1.370331325301204811193986997,0.8707506381585033,0.8951593091780076,"09/30/2020, 23:59:59",5110.31
NASBTC,200.0,0.00003559999999999999796551630737440063967369496822357177734375,1.0,0.0000348400000000000187945665974798004071999457664787769317626953125,1.021814006888633144689004152,7e-08,1.0,0.00003345200000000000430111501970031895325519144535064697265625,1.064211407389692496359579066,8e-08,1.0,0.000031819000000000001470747135190464405241073109209537506103515625,1.118828372984694563625591095,67.5695380627,4.0,65.4825209559,4.0,3.4067e-05,3.5613e-05,4.4376918691,0.9915619996,BTC,0.9753424657534246148090718292,1.210884353741496540626185296,1.241496598639455777217164925,0.47736164568395834,0.5661007977883683,"09/30/2020, 23:59:59",83627.9
NASETH,200.0,0.001066000000000000107192033027558863977901637554168701171875,1.0,0.0010497000000000001988798015162274168687872588634490966796875,1.015528246165571025268149944,1.7e-06,1.0,0.001008819999999999682260831690427949069999158382415771484375,1.056680081679586490098018824,2.34e-06,1.0,0.000970605000000000794381505020425038310349918901920318603515625,1.098284059941994152858772158,61.4964635906,3.0,61.2870354941,3.0,0.0010286088,0.0010707912,4.0185253701,0.8864165268,ETH,0.9788797061524336069092223598,1.174008810572687403514884165,1.199339207048458109802555304,0.21822553990103782,0.27085990206481664,"09/30/2020, 23:59:59",16794.31
NAVBTC,200.0,0.000011689999999999999883933989031081779330634162761270999908447265625,1.0,0.000011619999999999995471942383640229223829010152257978916168212890625,1.006024096385542550711623142,1.25e-08,1.0,0.00001153340000000000378885429974662457652812008745968341827392578125,1.013577956196784646646677612,2.4e-09,1.0,0.000011437050000000000891226502319764080084496526978909969329833984375,1.022116717160456496473870643,52.1504084735,3.0,54.613249724,3.0,1.14028e-05,1.18372e-05,3.737754438,0.6611688645,BTC,0.8608247422680412017469504130,1.088454376163873308159163679,1.264432029795158266217136271,0.6802585193309646,0.6861918590941927,"09/30/2020, 23:59:59",29636.0
NBSBTC,200.0,5.99999999999999972848867095531755211368363234214484691619873046875E-7,-1.0,6.140000000000013422911328449249612759786032256670296192169189453125E-7,0.9771986970684017282796758844,-2.5e-09,-1.0,6.40400000000000043442007803540239052608740166760981082916259765625E-7,0.9369144284821985199054078422,-2.2e-09,-1.0,7.51099999999999678125983844367841157918519456870853900909423828125E-7,0.7988283850352818931846193662,37.652934185,2.0,36.3884089153,2.0,5.841e-07,6.439e-07,9.750247262,0.2661464133,BTC,0.5660377358490565698500510623,1.016949152542372899605708430,1.796610169491525563643764628,-0.41216744189210824,-0.41368360250973135,"09/30/2020, 23:59:59",1015.0
NBSUSDT,200.0,0.00647999999999999964916952421845053322613239288330078125,-1.0,0.00660200000000000196409555286436443566344678401947021484375,0.9815207512874882946635840004,-2.55e-05,-1.0,0.00687980000000000015136780717739384272135794162750244140625,0.9418878455769062336983671657,-2.4e-05,-1.0,0.0079905999999999970107023017362735117785632610321044921875,0.8109528696218058810789015567,41.6240127198,3.0,37.1149667962,2.0,0.0062707237,0.0069332763,10.0356352532,0.3158636873,USDT,0.5822102425876010848888474644,1.018867924528301799304915475,1.749999999999999829527960301,-0.2937663211566445,-0.30386243396754387,"09/30/2020, 23:59:59",678487.6
NEBLBNB,200.0,0.01561000000000000061117777505614867550320923328399658203125,-1.0,0.0161535000000000115993881166787105030380189418792724609375,0.9663540409199238184951989541,-4.05e-05,-1.0,0.016351999999999998480770813102935790084302425384521484375,0.9546232876712330027806590128,-3.3e-05,-1.0,0.0173658999999999931473926295666387886740267276763916015625,0.8988880507200897604445871861,14.4308157119,1.0,25.9074704108,2.0,0.0155902496,0.0167167504,6.973725674,0.017532512,BNB,0.8437837837837838585961095849,1,1.185137732222933911578229492,-0.059419845099935295,-0.1652611418950433,"09/30/2020, 23:59:59",19.8
NEBLBTC,200.0,0.000042799999999999996792669765266481363141792826354503631591796875,1.0,0.0000431854999999999882736613499023548001787276007235050201416015625,0.9910733926896761277357445218,-1.85e-08,-1.0,0.000043067400000000027470055397049719658753019757568836212158203125,0.9937911273956628329820802419,-2.1e-08,-1.0,0.0000419544499999999825011996745782738571506342850625514984130859375,1.020154000350380344496016956,33.8980222389,2.0,40.8230198849,3.0,4.27428e-05,4.36282e-05,2.0502027519,0.0645988036,BTC,0.9637469038504841262277697585,1.114293152824785132724469967,1.156209320489455787181493803,0.8681407910570571,0.9063980765966518,"09/30/2020, 23:59:59",210.0
NEOBNB,200.0,0.65190000000000003499422973618493415415287017822265625,-1.0,0.6650800000000003375788537596235983073711395263671875,0.9801828351476509654556320626,-0.002025,-1.0,0.68897599999999992181898278431617654860019683837890625,0.9461868047653330579992287232,-0.001844,-1.0,0.80480750000000000898836560736526735126972198486328125,0.8100073620089276351345973065,39.4610112522,3.0,34.9860180515,2.0,0.639223349,0.690936651,7.7755009869,0.2451332733,BNB,0.6519651965196519930131694706,1.013053613053613169517037217,1.553846153846153957634013590,-0.49178660145608327,-0.6169488348786595,"09/30/2020, 23:59:59",132.61
NEOBTC,200.0,0.00177199999999999992066068710272475072997622191905975341796875,-1.0,0.00177699999999999971693476208400852556223981082439422607421875,0.9971862689926844135787594720,-3.05e-06,-1.0,0.001813399999999999734345834667692543007433414459228515625,0.9771699569868755819179201576,-2.34e-06,-1.0,0.001935079999999999612880774435552666545845568180084228515625,0.9157244144944913260202230772,51.1132258212,3.0,44.279190875,3.0,0.0017407233,0.0018132767,4.0829166342,0.4310852692,BTC,0.8165898617511520169081746970,1.011993146773272398010650010,1.239291833238149693284012713,-0.26453197679887497,-0.405645100322943,"09/30/2020, 23:59:59",2686.05
NEOUSDT,200.0,19.077999999999999403144101961515843868255615234375,-1.0,19.06420000000000669615474180318415164947509765625,1.000723869871276670520777976,-0.03145,-1.0,19.465659999999981977225615992210805416107177734375,0.9800849290494140484830031648,-0.0295,-1.0,20.617579999999993134451869991607964038848876953125,0.9253268327320667971711523890,54.795486111,3.0,47.1145823076,3.0,18.6838840261,19.4445159739,3.9898445662,0.5181428088,USDT,0.8223984826278127026428361079,1.018742991402787370355396583,1.238746195332941742437325967,0.04343128350913341,-0.11562055358864867,"09/30/2020, 23:59:59",9900.797
NKNBTC,200.0,0.000001769999999999999994019540816569957542014890350401401519775390625,-1.0,0.000001759500000000000052198805174097362424845414352603256702423095703125,1.005967604433077545614796147,-2e-09,-1.0,0.00000176519999999999920988424072232358952305730781517922878265380859375,1.002719238613188752710068760,-8e-10,-1.0,0.00000177500000000000121669709897409550336533357040025293827056884765625,0.9971830985915486088731028813,58.821605646,3.0,53.131271891,3.0,1.7447e-06,1.7743e-06,1.6821424935,0.8547621237,BTC,0.9267015706806283059180881423,1.072727272727272668937124845,1.157575757575757470753491387,0.6139446199309225,0.5753401555725348,"09/30/2020, 23:59:59",342.0
NKNUSDT,200.0,0.0189800000000000003430589146091733709909021854400634765625,1.0,0.018888499999999995571098310165325528942048549652099609375,1.004844217380946332075875109,-2.95e-05,-1.0,0.018959600000000000064037664060379029251635074615478515625,1.001075972066921257777186640,-1.44e-05,-1.0,0.0189212500000000040378811405616943375207483768463134765625,1.003104974565633681318108254,57.2924114804,3.0,51.8986091571,3.0,0.018726355,0.019050645,1.7168647255,0.7821548669,USDT,0.9263055148853098666969054788,1.116470588235294057622025053,1.205294117647058811524405011,0.8629709848870334,0.8201056047835867,"09/30/2020, 23:59:59",15791.1
NMRBTC,200.0,0.0028589999999999999961974861406588388490490615367889404296875,-1.0,0.002870449999999999217414892171973406220786273479461669921875,0.9960110784023413665665395078,4.5e-07,1.0,0.0028802200000000006095690618934668236761353909969329833984375,0.9926325072390301404474032879,-6.4e-07,-1.0,0.0029007649999999982927401109833454029285348951816558837890625,0.9856020739356692730629242640,47.0767822626,3.0,47.1298870154,3.0,0.0028386476,0.0029022524,2.2158447911,0.3199819043,BTC,0.8990566037735848759403462864,1.018162393162393100846267938,1.132478632478632447611523786,0.01598901533637964,0.08136592443287116,"09/30/2020, 23:59:59",89.488
NMRUSDT,200.0,30.824000000000001620037437533028423786163330078125,1.0,30.816649999999999209876477834768593311309814453125,1.000238507430236654871616805,0.00545,1.0,30.933179999999996567794369184412062168121337890625,0.9964704566423498987213390205,-0.00772,-1.0,30.918104999999972193336361669935286045074462890625,0.9969563141078675210549393645,55.2480707139,3.0,50.6693782018,3.0,30.5073732469,31.1259267531,2.0072055404,0.5118825614,USDT,0.9340606060606061096981041677,1.069906282540784553572470814,1.145435612634501959909257789,0.7708025821080943,0.7808017479800979,"09/30/2020, 23:59:59",35.715
NPXSUSDT,200.0,0.00014090000000000000961175583569229274871759116649627685546875,-1.0,0.0001402049999999999629028690772969412137172184884548187255859375,1.004957027210156890929554907,-3e-08,-1.0,0.0001410179999999999701960906595132883012411184608936309814453125,0.9991632273894115601605900038,-7.2e-08,-1.0,0.0001415024999999999551388019103370652373996563255786895751953125,0.9957421246974438916764052788,59.4432618152,3.0,53.2800219392,3.0,0.0001388701,0.0001415399,1.9041806948,0.7603233624,USDT,0.9431057563587684752084667246,1.060993975903614510548029632,1.124999999999999974486959420,0.7813814601789467,0.77216703005441,"09/30/2020, 23:59:59",13982937.0
NULSBTC,200.0,0.00002578999999999999871648677374214031488008913584053516387939453125,1.0,0.00002567600000000001979794279904911746825746376998722553253173828125,1.004439943916497072388308888,-7.5e-09,-1.0,0.000026440399999999998452426819284255543607287108898162841796875,0.9754012798596087890497736376,-4.66e-08,-1.0,0.00002478820000000001789650615202642569556701346300542354583740234375,1.040414390718163484912346584,53.3419439192,3.0,48.9585932114,3.0,2.53051e-05,2.60469e-05,2.8891757951,0.6536751043,BTC,0.8279293739967897332373830667,1.129653964082347734173896085,1.364432763907139653346437171,0.4505070665904888,0.5205739680113742,"09/30/2020, 23:59:59",697.0
NULSETH,200.0,0.00077899000000000002096045559341064290492795407772064208984375,1.0,0.00077680999999999995712929301561189276981167495250701904296875,1.002806349042880580774542997,-3.11e-07,-1.0,0.000799588600000000586376369682284348527900874614715576171875,0.9742385021497298106676602169,-1.367e-06,-1.0,0.0007588805000000001417526096503252119873650372028350830078125,1.026498902001039525263275880,53.3625790285,3.0,48.6596123909,3.0,0.0007662081,0.0007874119,2.7296084428,0.6028114142,ETH,0.8492668301989643293308141261,1.106598480005682324818289844,1.303004474749627173575919059,0.2758750994681624,0.3143255822230021,"09/30/2020, 23:59:59",65.0
NULSUSDT,200.0,0.277799999999999991384669328908785246312618255615234375,1.0,0.27563499999999974132691704653552733361721038818359375,1.007854590309649544105514079,-6.5e-05,-1.0,0.284031999999999840156306163407862186431884765625,0.9780588102748991230607901669,-0.00058,-1.0,0.264361500000000138044242703472264111042022705078125,1.050833801442342573798049268,60.0197970834,3.0,50.8631230915,3.0,0.2718538494,0.2794161506,2.743592518,0.7862885162,USDT,0.8307416267942584094442703196,1.157500000000000006938893904,1.393333333333333280906134948,0.619118966865683,0.6717407429530647,"09/30/2020, 23:59:59",2639.16
NXSBTC,200.0,0.00001845999999999999943993585216350794553363812156021595001220703125,-1.0,0.00001836800000000001455093164015597295701809343881905078887939453125,1.005008710801392901574629983,2e-08,1.0,0.00001808459999999999622401040955121942488403874449431896209716796875,1.020757992988509742781560447,1.2e-08,1.0,0.0000182068000000000032871823318902926303053391166031360626220703125,1.013906891930487296341972825,54.5952228786,3.0,57.1969519376,3.0,1.79837e-05,1.87523e-05,4.184132599,0.6197072675,BTC,0.9819148936170212691185412080,1.065204847085978138702505705,1.084824004616272435541839858,0.19635088153223187,0.23298268588476514,"09/30/2020, 23:59:59",25982.0
OAXBTC,200.0,0.0000068700000000000002926305031625275887563475407660007476806640625,-1.0,0.000006965499999999994550190125786048866984856431372463703155517578125,0.9862895700236889911307358713,-1.6e-08,-1.0,0.0000071469999999999986569688449622450576725896098650991916656494140625,0.9612424793619702789434868464,-1.22e-08,-1.0,0.0000072096000000000020894899525891741376426580245606601238250732421875,0.9528961384820237324627712971,38.8388296141,3.0,38.2058097256,3.0,6.8372e-06,7.0938e-06,3.683659012,0.1278040413,BTC,0.8471023427866831142292520920,1.044072948328267572282686867,1.232522796352583688748071079,0.5256006742643166,0.5877123314557793,"09/30/2020, 23:59:59",4681.0
OCEANBTC,200.0,0.000034369999999999997883533275899736736391787417232990264892578125,-1.0,0.0000336169999999999934039811300134914517911965958774089813232421875,1.022399381265431318300231650,7.15e-08,1.0,0.0000330204000000000066038230439602330079651437699794769287109375,1.040871703552954870619396923,2.94e-08,1.0,0.000035350849999999997140716356813783249890548177063465118408203125,0.9722538496245493577518731560,56.7149073028,3.0,57.5954285166,3.0,3.16765e-05,3.55575e-05,11.5448518673,0.6940205169,BTC,0.8657430730478588286469470725,1.112657818064098441706317310,1.285205568145030954979829235,-0.16601149559244302,-0.251758625958204,"09/30/2020, 23:59:59",100612.0
OCEANUSDT,200.0,0.370599999999999984989784707067883573472499847412109375,-1.0,0.3608450000000000823519030745956115424633026123046875,1.027033767961312753153291285,0.000865,1.0,0.354591999999999796244765093433670699596405029296875,1.045144842523238533140955258,0.000238,1.0,0.37668000000000001481481604059808887541294097900390625,0.9838589784432408686792368364,59.9001283813,3.0,58.9967248534,3.0,0.338864238,0.382825762,12.1829384047,0.7218985852,USDT,0.8732327992459943106859958145,1.114586466165413429145118148,1.276390977443608952763412099,0.1130364385950952,0.014391334690449878,"09/30/2020, 23:59:59",64970.5
OGNBTC,200.0,0.000021800000000000001342849442753646371784270741045475006103515625,1.0,0.0000215060000000000004307700030015126912985579110682010650634765625,1.013670603552497019724288748,7.75e-08,1.0,0.00002061640000000001152311197849531509973530774004757404327392578125,1.057410605149298090752441375,3.3e-08,1.0,0.00002038115000000000390754928414338564834906719624996185302734375,1.069615796949632241717125926,61.0637237642,3.0,64.1290308479,4.0,2.0684e-05,2.2328e-05,7.6446724594,0.6788252358,BTC,0.9732142857142858182741341495,1.169527896995708157236839245,1.201716738197424767105394732,0.4076330668750788,0.44965560658563514,"09/30/2020, 23:59:59",24628.0
OGNUSDT,200.0,0.2351999999999999924060745115639292635023593902587890625,1.0,0.2307100000000001094324630912524298764765262603759765625,1.019461661826534960963433881,0.00088,1.0,0.2213180000000000979820669044784153811633586883544921875,1.062724224870999594602148986,0.000326,1.0,0.21725399999999994715693674152134917676448822021484375,1.082603772542738221686017969,63.6830769669,4.0,64.6142288851,4.0,0.2211968722,0.2402231278,8.2468274211,0.7359896822,USDT,0.9800000000000000046259292693,1.237894736842105208723137020,1.263157894736842043754957084,0.6530868437101741,0.6744181716447312,"09/30/2020, 23:59:59",49080.04
OMGBTC,200.0,0.00037290000000000001097177904085810951073653995990753173828125,1.0,0.000367519999999999760938174109270448752795346081256866455078125,1.014638659120592766470258787,2.95e-07,1.0,0.0003723260000000002431334855668154659724677912890911102294921875,1.001541659728301991973336191,3.26e-07,1.0,0.000312441999999999906433012508699675890966318547725677490234375,1.193501513880976701737027227,57.5146875371,3.0,54.257466021,3.0,0.00035828,0.00037676,5.0283213376,0.7911241772,BTC,0.8994211287988422958206432720,1.408232628398791659458710128,1.565709969788519702867797243,0.4975950317168908,0.5811888062955141,"09/30/2020, 23:59:59",47459.53
OMGUSDT,200.0,4.02019999999999999573674358543939888477325439453125,1.0,3.94479000000000201708871827577240765094757080078125,1.019116353468751933585474612,0.004155,1.0,3.99854999999999893844915277441032230854034423828125,1.005414462742744510643938008,0.002814,1.0,3.3331154999999998977955328882671892642974853515625,1.206138821171963623525653121,60.0421136999,3.0,55.1919545089,3.0,3.8280288267,4.0615511733,5.9197662406,0.8229241273,USDT,0.9061239209322243820633831768,1.493110492107706649906988176,1.647799442896936031098268470,0.5726147809780505,0.64680693747098,"09/30/2020, 23:59:59",54319.59
ONEBNB,200.0,0.000194300000000000006560030296753893708228133618831634521484375,-1.0,0.00018586500000000003734491882401158591164858080446720123291015625,1.045382401205175624890696924,8.45e-07,1.0,0.00018289199999999984744443459749874136832659132778644561767578125,1.062375609649411503134867007,1.32e-07,1.0,0.000201947499999999909199577263763103474047966301441192626953125,0.9621312469825082950863677466,76.4740403364,4.0,70.0974731188,4.0,0.0001758236,0.0001959064,10.8050137772,0.9200124326,BNB,0.8194854491775622729592584751,1.109018264840182666327608713,1.353310502283104940796312838,-0.4398739618646513,-0.4601900701129232,"09/30/2020, 23:59:59",618086.0
ONEBTC,200.0,5.3000000000000000778023478975597981843748129904270172119140625E-7,-1.0,4.97000000000000281382881404945717207510824664495885372161865234375E-7,1.066398390342051725782661951,3.5e-09,1.0,4.82400000000000031533564821828452551244481583125889301300048828125E-7,1.098673300165837423580325582,1e-09,1.0,4.875999999999992575336576865197013574970696936361491680145263671875E-7,1.086956521739132105842632771,75.5153126688,4.0,71.0056974053,4.0,4.612e-07,5.328e-07,14.4196964726,0.9604700971,BTC,0.9814814814814814633266257876,1.177777777777777848363856716,1.200000000000000094114771917,0.09171186370450274,0.18327108438677414,"09/30/2020, 23:59:59",11764994.0
ONEUSDT,200.0,0.005680000000000000152933221642115313443355262279510498046875,-1.0,0.00533350000000000316890957918758431333117187023162841796875,1.064966719790005958216927305,3.25e-05,1.0,0.00517300000000000571864777754171882406808435916900634765625,1.098008892325535254940481311,9.6e-06,1.0,0.005183949999999999669331174345643376000225543975830078125,1.095689580339316643726040655,81.1462607718,5.0,76.6022528602,4.0,0.0049259083,0.0057410917,15.2842113986,0.9250577154,USDT,0.9878260869565217824165404213,1.245614035087719381671450638,1.260964912280701783585007723,0.3990609142030302,0.4740559776414188,"09/30/2020, 23:59:59",6347796.0
ONGBTC,200.0,0.0000125500000000000001203030730589915719974669627845287322998046875,1.0,0.000012398499999999993185194335776344587429775856435298919677734375,1.012219220066944147951796379,2.2e-08,1.0,0.00001200399999999999891046008337891493056304170750081539154052734375,1.045484838387204370159991395,2.44e-08,1.0,0.000011463349999999992490963551805549514028825797140598297119140625,1.094793406813890210204405175,58.1438004855,3.0,61.9096476403,4.0,1.20777e-05,1.27193e-05,5.1742754373,0.7361532588,BTC,0.9905288082083661768872423914,1.158818097876269670241111678,1.169898430286242020106881497,0.322286385997551,0.45789679686482615,"09/30/2020, 23:59:59",6716.0
ONGUSDT,200.0,0.135599999999999998312461002569762058556079864501953125,1.0,0.133105000000000028848035071860067546367645263671875,1.018744600127718484832884180,0.000265,1.0,0.128911999999999971056041658812318928539752960205078125,1.051880352488519523070327859,0.000242,1.0,0.12222599999999998743316353966292808763682842254638671875,1.109420254283049533277403367,70.4284964792,4.0,67.8097430822,4.0,0.1295833669,0.1366266331,5.2915114291,0.8542390559,USDT,0.9985272459499263201561185861,1.222723174030658251127638782,1.224526600541028005242279271,0.6118575456994534,0.7089623320583431,"09/30/2020, 23:59:59",16859.59
ONTBNB,200.0,0.0213799999999999996991295603265825775451958179473876953125,-1.0,0.021646000000000019392043526522684260271489620208740234375,0.9877113554467329088694430316,-3.75e-05,-1.0,0.0222991999999999912507320232180063612759113311767578125,0.9587787902705033403773286422,-4.74e-05,-1.0,0.0250135000000000044806380827822067658416926860809326171875,0.8547384412417293009517240562,39.1865547492,3.0,35.5889045613,2.0,0.0211663585,0.0221256415,4.4316874509,0.2227095843,BNB,0.7465083798882681774041180656,1.012790146849834173538907014,1.356702984367598218661083322,-0.3276319420588278,-0.4009613981003763,"09/30/2020, 23:59:59",1027.4
ONTBTC,200.0,0.0000583000000000000008558258268731577800281229428946971893310546875,-1.0,0.000057860000000000005068549746578554504594649188220500946044921875,1.007604562737642512076252606,0.0,1.0,0.0000587239999999999954410391522774403938456089235842227935791015625,0.9927797833935018967010079316,-3.8e-08,-1.0,0.00006026300000000004287829813431898173803347162902355194091796875,0.9674261155269395711172763119,60.6088120852,3.0,52.3460121959,3.0,5.71546e-05,5.85654e-05,2.4383259023,0.8118763874,BTC,0.8900763358778625207115512520,1.041071428571428602327987617,1.169642857142857275746240449,0.3875279237662005,0.39883412830055076,"09/30/2020, 23:59:59",15910.15
ONTETH,200.0,0.00174400000000000010742795542029170974274165928363800048828125,-1.0,0.00174334999999999941400208314234987483359873294830322265625,1.000372845383887741213387384,-1e-06,-1.0,0.00177038000000000130158828159920858524856157600879669189453125,0.9850992442300516415878641412,-1.24e-06,-1.0,0.00183829499999999868876943143192193019785918295383453369140625,0.9487051860555576506486695201,50.3673746265,3.0,46.1099612974,3.0,0.0017195401,0.0017671599,2.7315079476,0.5136498004,ETH,0.8380586256607401003853729104,1.013364323067983739540729672,1.209180708890180035513119070,0.015020938754419852,-0.03446392746003823,"09/30/2020, 23:59:59",323.0
ONTUSDT,200.0,0.62780000000000002469136006766348145902156829833984375,-1.0,0.6207799999999996654054257305688224732875823974609375,1.011308354006250786219994574,4e-05,1.0,0.630532000000000092398977358243428170680999755859375,0.9956671509138313879275493298,-0.000566,-1.0,0.6423754999999999881765688769519329071044921875,0.9773100001478886356134652400,60.5803107091,3.0,53.2895149676,3.0,0.6101663107,0.6313936893,3.4194688211,0.8307049895,USDT,0.8913815135595626744257512733,1.097552447552447685938718852,1.231293706293706459942497116,0.6738654860148519,0.6665834212154643,"09/30/2020, 23:59:59",168681.55
ORNBTC,18.0,0.0002664000000000000243673137223510138937854208052158355712890625,,None,None,,,None,None,,,None,None,33.5433237203,2.0,41.2258979505,3.0,,,,,BTC,0.6946544980443286207352034082,1.172535211267605776627257522,1.687940140845070463072148091,,,"09/30/2020, 23:59:59",21610.92
ORNUSDT,18.0,2.863700000000000134292577058658935129642486572265625,,None,None,,,None,None,,,None,None,33.1492423247,2.0,41.3140299607,3.0,,,,,USDT,0.6818333333333333364701539426,1.193208333333333433446152602,1.750000000000000138777878078,,,"09/30/2020, 23:59:59",35488.33
OSTBTC,200.0,6.700000000000000437966178080950729878395577543415129184722900390625E-7,-1.0,6.600000000000003512985800695200833132503248634748160839080810546875E-7,1.015151515151514677538381788,4.999999999999317e-10,1.0,6.59599999999998944818471909024015786826566909439861774444580078125E-7,1.015767131594907694989890705,2.000000000001209e-10,1.0,6.611500000000001200594853568992537162785083637572824954986572265625E-7,1.013385767223776634848437007,60.6739608593,3.0,58.0444436392,3.0,6.458578643762707e-07,6.7414213562373e-07,4.285495643554424,0.8535533905932965,BTC,0.9710144927536233107194184493,1.063492063492063556087146429,1.095238095238095166068626934,0.022635384507542468,0.09444003428414853,"09/30/2020, 23:59:59",240.0
